Type,id,co2_sink,transforms--emission_rate,edges--fuel_edge--commodity,edges--fuel_edge--unidirectional,edges--fuel_edge--has_capacity,edges--fuel_edge--start_vertex,edges--fuel_demand_edge--commodity,edges--fuel_demand_edge--unidirectional,edges--fuel_demand_edge--has_capacity,edges--fuel_demand_edge--end_vertex,edges--co2_edge--commodity,edges--co2_edge--unidirectional,edges--co2_edge--has_capacity,edges--co2_edge--end_vertex
FuelsEndUse,BR_MS_soybean_residue_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_residue_processed_BR_MS,Soybean,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_MG_soybean_residue_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_residue_processed_BR_MG,Soybean,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_PA_soybean_residue_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_residue_processed_BR_PA,Soybean,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_PB_soybean_residue_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_residue_processed_BR_PB,Soybean,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_PR_soybean_residue_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_residue_processed_BR_PR,Soybean,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_PE_soybean_residue_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_residue_processed_BR_PE,Soybean,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_PI_soybean_residue_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_residue_processed_BR_PI,Soybean,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_RJ_soybean_residue_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_residue_processed_BR_RJ,Soybean,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_RN_soybean_residue_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_residue_processed_BR_RN,Soybean,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_RS_soybean_residue_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_residue_processed_BR_RS,Soybean,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_RO_soybean_residue_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_residue_processed_BR_RO,Soybean,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_RR_soybean_residue_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_residue_processed_BR_RR,Soybean,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_SC_soybean_residue_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_residue_processed_BR_SC,Soybean,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_SP_soybean_residue_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_residue_processed_BR_SP,Soybean,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_SE_soybean_residue_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_residue_processed_BR_SE,Soybean,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_TO_soybean_residue_notused,co2_sink,0,Soybean,TRUE,FALSE,soybean_residue_processed_BR_TO,Soybean,TRUE,FALSE,soybean_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_AC_sugarcane_straw_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_straw_processed_BR_AC,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_AL_sugarcane_straw_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_straw_processed_BR_AL,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_AP_sugarcane_straw_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_straw_processed_BR_AP,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_AM_sugarcane_straw_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_straw_processed_BR_AM,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_BA_sugarcane_straw_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_straw_processed_BR_BA,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_CE_sugarcane_straw_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_straw_processed_BR_CE,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_DF_sugarcane_straw_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_straw_processed_BR_DF,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_ES_sugarcane_straw_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_straw_processed_BR_ES,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_GO_sugarcane_straw_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_straw_processed_BR_GO,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_MA_sugarcane_straw_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_straw_processed_BR_MA,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_MT_sugarcane_straw_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_straw_processed_BR_MT,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_MS_sugarcane_straw_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_straw_processed_BR_MS,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_MG_sugarcane_straw_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_straw_processed_BR_MG,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_PA_sugarcane_straw_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_straw_processed_BR_PA,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_PB_sugarcane_straw_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_straw_processed_BR_PB,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_PR_sugarcane_straw_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_straw_processed_BR_PR,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_PE_sugarcane_straw_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_straw_processed_BR_PE,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_PI_sugarcane_straw_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_straw_processed_BR_PI,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_RJ_sugarcane_straw_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_straw_processed_BR_RJ,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_RN_sugarcane_straw_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_straw_processed_BR_RN,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_RS_sugarcane_straw_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_straw_processed_BR_RS,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_RO_sugarcane_straw_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_straw_processed_BR_RO,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_RR_sugarcane_straw_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_straw_processed_BR_RR,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_SC_sugarcane_straw_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_straw_processed_BR_SC,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_SP_sugarcane_straw_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_straw_processed_BR_SP,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_SE_sugarcane_straw_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_straw_processed_BR_SE,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_TO_sugarcane_straw_notused,co2_sink,0,Sugarcane,TRUE,FALSE,sugarcane_straw_processed_BR_TO,Sugarcane,TRUE,FALSE,sugarcane_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_AC_corn_stover_notused,co2_sink,0,Corn,TRUE,FALSE,corn_stover_processed_BR_AC,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_AL_corn_stover_notused,co2_sink,0,Corn,TRUE,FALSE,corn_stover_processed_BR_AL,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_AP_corn_stover_notused,co2_sink,0,Corn,TRUE,FALSE,corn_stover_processed_BR_AP,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_AM_corn_stover_notused,co2_sink,0,Corn,TRUE,FALSE,corn_stover_processed_BR_AM,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_BA_corn_stover_notused,co2_sink,0,Corn,TRUE,FALSE,corn_stover_processed_BR_BA,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_CE_corn_stover_notused,co2_sink,0,Corn,TRUE,FALSE,corn_stover_processed_BR_CE,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_DF_corn_stover_notused,co2_sink,0,Corn,TRUE,FALSE,corn_stover_processed_BR_DF,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_ES_corn_stover_notused,co2_sink,0,Corn,TRUE,FALSE,corn_stover_processed_BR_ES,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_GO_corn_stover_notused,co2_sink,0,Corn,TRUE,FALSE,corn_stover_processed_BR_GO,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_MA_corn_stover_notused,co2_sink,0,Corn,TRUE,FALSE,corn_stover_processed_BR_MA,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_MT_corn_stover_notused,co2_sink,0,Corn,TRUE,FALSE,corn_stover_processed_BR_MT,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_MS_corn_stover_notused,co2_sink,0,Corn,TRUE,FALSE,corn_stover_processed_BR_MS,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_MG_corn_stover_notused,co2_sink,0,Corn,TRUE,FALSE,corn_stover_processed_BR_MG,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_PA_corn_stover_notused,co2_sink,0,Corn,TRUE,FALSE,corn_stover_processed_BR_PA,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_PB_corn_stover_notused,co2_sink,0,Corn,TRUE,FALSE,corn_stover_processed_BR_PB,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_PR_corn_stover_notused,co2_sink,0,Corn,TRUE,FALSE,corn_stover_processed_BR_PR,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_PE_corn_stover_notused,co2_sink,0,Corn,TRUE,FALSE,corn_stover_processed_BR_PE,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_PI_corn_stover_notused,co2_sink,0,Corn,TRUE,FALSE,corn_stover_processed_BR_PI,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_RJ_corn_stover_notused,co2_sink,0,Corn,TRUE,FALSE,corn_stover_processed_BR_RJ,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_RN_corn_stover_notused,co2_sink,0,Corn,TRUE,FALSE,corn_stover_processed_BR_RN,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_RS_corn_stover_notused,co2_sink,0,Corn,TRUE,FALSE,corn_stover_processed_BR_RS,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_RO_corn_stover_notused,co2_sink,0,Corn,TRUE,FALSE,corn_stover_processed_BR_RO,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_RR_corn_stover_notused,co2_sink,0,Corn,TRUE,FALSE,corn_stover_processed_BR_RR,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_SC_corn_stover_notused,co2_sink,0,Corn,TRUE,FALSE,corn_stover_processed_BR_SC,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_SP_corn_stover_notused,co2_sink,0,Corn,TRUE,FALSE,corn_stover_processed_BR_SP,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_SE_corn_stover_notused,co2_sink,0,Corn,TRUE,FALSE,corn_stover_processed_BR_SE,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
FuelsEndUse,BR_TO_corn_stover_notused,co2_sink,0,Corn,TRUE,FALSE,corn_stover_processed_BR_TO,Corn,TRUE,FALSE,corn_notused_BR,CO2,TRUE,FALSE,co2_sink
